epoch,binary_accuracy,dice_coef,iou,loss,val_binary_accuracy,val_dice_coef,val_iou,val_loss
0,0.40741002559661865,0.4613324999809265,0.3000228703022003,-0.4613324999809265,0.40674519538879395,0.47391584515571594,0.31086695194244385,-0.47391581535339355
1,0.4077185094356537,0.5506024956703186,0.38182950019836426,-0.5506024956703186,0.41092532873153687,0.5863053798675537,0.4158220887184143,-0.5863053798675537
2,0.4076644778251648,0.5924369692802429,0.42151087522506714,-0.5924369692802429,0.4092218577861786,0.6076228618621826,0.4376406669616699,-0.6076229214668274
3,0.5935114026069641,0.6419124603271484,0.47346508502960205,-0.6419124603271484,0.6693754196166992,0.6768913865089417,0.512569010257721,-0.6768913865089417
4,0.7007337808609009,0.6870532035827637,0.523618757724762,-0.6870532035827637,0.7068458795547485,0.6880414485931396,0.5248857140541077,-0.6880413889884949
5,0.7162097692489624,0.6933907866477966,0.5310179591178894,-0.6933907866477966,0.715877890586853,0.6909550428390503,0.528546154499054,-0.6909549832344055
6,0.7267350554466248,0.6982485055923462,0.5367832779884338,-0.6982485055923462,0.733268678188324,0.7013044953346252,0.5404987335205078,-0.70130455493927
7,0.7080637216567993,0.6946002840995789,0.5325657725334167,-0.6946002840995789,0.7214586138725281,0.6969572901725769,0.5357903242111206,-0.6969572901725769
8,0.7239553332328796,0.7017666697502136,0.5411390662193298,-0.7017666697502136,0.5957803726196289,0.653188169002533,0.4858997166156769,-0.6531882286071777
9,0.7223649621009827,0.7026343941688538,0.5422269105911255,-0.7026343941688538,0.7582875490188599,0.7085620164871216,0.5491206645965576,-0.7085620164871216
10,0.7529082298278809,0.7244032621383667,0.5682409405708313,-0.7244032621383667,0.7565714716911316,0.7345518469810486,0.5809586048126221,-0.7345520257949829
11,0.7587231397628784,0.732261598110199,0.5782489776611328,-0.732261598110199,0.7642468810081482,0.7417330741882324,0.5899527668952942,-0.7417330145835876
12,0.7741971015930176,0.7458240985870361,0.595231831073761,-0.7458240985870361,0.7650619745254517,0.748628556728363,0.5988938212394714,-0.7486286759376526
13,0.7817484736442566,0.752289891242981,0.6033405065536499,-0.752289891242981,0.7734695672988892,0.7574422359466553,0.6102408766746521,-0.757442057132721
14,0.7949146032333374,0.7653621435165405,0.6204367876052856,-0.7653621435165405,0.8004288673400879,0.7722263336181641,0.6295718550682068,-0.7722263932228088
15,0.8014147877693176,0.772161066532135,0.6293426752090454,-0.772161066532135,0.8015229105949402,0.7767417430877686,0.635587751865387,-0.7767418026924133
16,0.8028685450553894,0.7740162014961243,0.6316825747489929,-0.7740162014961243,0.8106512427330017,0.781133234500885,0.6415978670120239,-0.7811331748962402
