epoch,binary_accuracy,dice_coef,iou,loss,val_binary_accuracy,val_dice_coef,val_iou,val_loss
0,0.4100527763366699,0.47980549931526184,0.3160368502140045,-0.47980549931526184,0.4089225232601166,0.5186160206794739,0.3506559431552887,-0.5186160802841187
1,0.4078640639781952,0.5747860074043274,0.40434202551841736,-0.5747860074043274,0.4101257026195526,0.5950445532798767,0.4245866537094116,-0.5950445532798767
2,0.407991498708725,0.6102182269096375,0.43983548879623413,-0.6102182269096375,0.4101283550262451,0.6387925744056702,0.4701581597328186,-0.6387926936149597
3,0.49926403164863586,0.6750803589820862,0.5103572010993958,-0.6750803589820862,0.6062977910041809,0.6922163963317871,0.5304968357086182,-0.6922163367271423
4,0.6244171857833862,0.6944564580917358,0.5323795080184937,-0.6944564580917358,0.6349931359291077,0.6977519989013672,0.5365830659866333,-0.6977521181106567
5,0.6427690386772156,0.6977921724319458,0.5365698933601379,-0.6977921724319458,0.6496157050132751,0.7005386352539062,0.5399543046951294,-0.7005385756492615
6,0.6514067053794861,0.701916515827179,0.5412974953651428,-0.701916515827179,0.658642053604126,0.7076178193092346,0.548341691493988,-0.7076176404953003
7,0.6587119102478027,0.714403510093689,0.5561914443969727,-0.714403510093689,0.6594796776771545,0.7210645079612732,0.5648367404937744,-0.7210645079612732
8,0.6615673303604126,0.7214963436126709,0.5650020241737366,-0.7214963436126709,0.6633502244949341,0.7241542935371399,0.5683770179748535,-0.7241544127464294
9,0.6643216013908386,0.7262694239616394,0.5707448720932007,-0.7262694239616394,0.6649317145347595,0.7271355390548706,0.572236180305481,-0.7271355390548706
10,0.6660587191581726,0.7290552258491516,0.5741717219352722,-0.7290552258491516,0.6675500869750977,0.7295612692832947,0.5752978324890137,-0.7295612096786499
11,0.6690276861190796,0.7322484850883484,0.5783401727676392,-0.7322484850883484,0.6680855751037598,0.7322535514831543,0.5784609317779541,-0.7322534918785095
12,0.6700571179389954,0.7352370023727417,0.5817974209785461,-0.7352370023727417,0.6697397828102112,0.7349560260772705,0.5817245244979858,-0.7349562048912048
13,0.6709186434745789,0.7376343011856079,0.5847258567810059,-0.7376343011856079,0.6694442629814148,0.7361164689064026,0.5832147002220154,-0.7361162900924683
14,0.6718712449073792,0.7398746609687805,0.5875240564346313,-0.7398746609687805,0.6685439944267273,0.7362749576568604,0.5833796858787537,-0.7362749576568604
15,0.6726000905036926,0.7417491674423218,0.5900207161903381,-0.7417491674423218,0.6699581742286682,0.7399105429649353,0.58797287940979,-0.7399104833602905
16,0.6733545660972595,0.7437604069709778,0.5925219058990479,-0.7437604069709778,0.6699429154396057,0.7403835654258728,0.5887246131896973,-0.7403837442398071
17,0.6743636727333069,0.7457524538040161,0.5951303243637085,-0.7457524538040161,0.6723251938819885,0.7413274645805359,0.590128481388092,-0.7413273453712463
18,0.6758947372436523,0.7476798892021179,0.5975645780563354,-0.7476798892021179,0.6737425923347473,0.7442890405654907,0.5936418771743774,-0.744289219379425
19,0.6771165132522583,0.7496838569641113,0.6000098586082458,-0.7496838569641113,0.6746834516525269,0.7457088828086853,0.5954200029373169,-0.7457090020179749
20,0.6775002479553223,0.7509152293205261,0.6017115116119385,-0.7509152293205261,0.6748315691947937,0.7463285326957703,0.5961936116218567,-0.7463284134864807
21,0.6783585548400879,0.7529156804084778,0.6042142510414124,-0.7529156804084778,0.6744067668914795,0.7475444674491882,0.598064124584198,-0.7475444078445435
22,0.6789083480834961,0.7547705769538879,0.6064966320991516,-0.7547705769538879,0.6735082268714905,0.7479133605957031,0.5984575748443604,-0.7479133605957031
23,0.6794710755348206,0.7558676600456238,0.6080900430679321,-0.7558676600456238,0.673872709274292,0.7500103116035461,0.6009869575500488,-0.7500103712081909
24,0.6798449158668518,0.7572696805000305,0.6098828911781311,-0.7572696805000305,0.6752383708953857,0.7507320046424866,0.6018548011779785,-0.7507320046424866
25,0.6803869605064392,0.7587377429008484,0.6118318438529968,-0.7587377429008484,0.6749733090400696,0.7520059943199158,0.6034411191940308,-0.7520061135292053
26,0.6807953715324402,0.7602995038032532,0.6137896180152893,-0.7602995038032532,0.6752279996871948,0.7540696859359741,0.6058082580566406,-0.7540697455406189
27,0.6814185976982117,0.7620563507080078,0.6162407994270325,-0.7620563507080078,0.6746820211410522,0.7536113858222961,0.6057593822479248,-0.7536114454269409
28,0.6821290254592896,0.7643877267837524,0.6191789507865906,-0.7643877267837524,0.6750978827476501,0.7554590702056885,0.6079814434051514,-0.7554590106010437
29,0.6829545497894287,0.7687937021255493,0.6248100996017456,-0.7687937021255493,0.6764149069786072,0.7620841860771179,0.6164221167564392,-0.7620841860771179
30,0.6834524273872375,0.7745131254196167,0.6324124336242676,-0.7745131254196167,0.6757208108901978,0.7667798399925232,0.6226962208747864,-0.7667797803878784
31,0.6846524477005005,0.7795227766036987,0.6392118334770203,-0.7795227766036987,0.676892876625061,0.7704145908355713,0.627385139465332,-0.7704144716262817
32,0.6854783892631531,0.7833328247070312,0.6443341374397278,-0.7833328247070312,0.6781805753707886,0.7746808528900146,0.6328580379486084,-0.7746809124946594
33,0.6863102912902832,0.7863690853118896,0.6484552621841431,-0.7863690853118896,0.6782115697860718,0.7763945460319519,0.6352938413619995,-0.7763945460319519
34,0.6879693865776062,0.7896213531494141,0.6527849435806274,-0.7896213531494141,0.6805002093315125,0.7777342796325684,0.6371527910232544,-0.7777342200279236
35,0.6972064971923828,0.7923356890678406,0.6566556096076965,-0.7923356890678406,0.704957902431488,0.7792876362800598,0.6390917897224426,-0.7792876362800598
36,0.7292008996009827,0.7949959635734558,0.660179078578949,-0.7949959635734558,0.7246277928352356,0.7826807498931885,0.643731415271759,-0.782680869102478
37,0.7413361668586731,0.7979741096496582,0.6641479134559631,-0.7979741096496582,0.7320544123649597,0.7824900150299072,0.6439297199249268,-0.7824900150299072
38,0.743618369102478,0.8001717925071716,0.6673412322998047,-0.8001717925071716,0.7299188375473022,0.7862529754638672,0.6487745642662048,-0.7862530946731567
39,0.7458534836769104,0.8022653460502625,0.6703191995620728,-0.8022653460502625,0.7305580973625183,0.7871600985527039,0.6497315764427185,-0.7871601581573486
